opportunity_id,sales_agent,product,account,deal_stage,engage_date,close_date,close_value
Z9S1ZX7W,Daniell Hammack,GTX Plus Basic,Condax,Engaging,7/2/17,00/00/0000,0
RY8Z6RH2,Elease Gluck,MG Advanced,Condax,Lost,7/2/17,7/11/17,0
9OLZU3WB,Cecily Lampkin,MG Special,Condax,Won,7/3/17,9/23/17,47
937CNF5D,Garret Kinder,GTXPro,Condax,Won,7/6/17,7/14/17,4682
TIFPUXSQ,Marty Freudenburg,GTX Basic,Condax,Lost,7/6/17,7/7/17,0
1D5AYQO6,Hayden Neloms,MG Special,Condax,Won,7/10/17,7/19/17,59
0PH153YF,Gladys Colclough,GTXPro,Condax,Lost,7/12/17,7/13/17,0
2EYTB3PX,Donn Cantrell,MG Advanced,Condax,Won,7/15/17,7/25/17,3724
1IL51ZIW,Violet Mclelland,MG Special,Condax,Lost,7/15/17,7/22/17,0
SHKTBB71,Anna Snelling,MG Special,Condax,Won,7/18/17,7/27/17,54
NE0XCH5E,Elease Gluck,MG Special,Condax,Lost,7/18/17,7/31/17,0
GOGIZWW6,Gladys Colclough,MG Advanced,Condax,Won,7/18/17,9/27/17,3139
RZYCBSQN,Anna Snelling,GTX Plus Basic,Condax,Lost,7/22/17,7/29/17,0
BG156UAV,Moses Frase,MG Advanced,Condax,Lost,7/22/17,7/23/17,0
BUQ655AB,Gladys Colclough,GTXPro,Condax,Won,7/24/17,9/27/17,4868
7R0TEEHW,Lajuana Vencill,MG Special,Condax,Lost,7/24/17,8/28/17,0
PJDA3RWU,Versie Hillebrand,MG Special,Condax,Won,7/28/17,8/3/17,60
KQLS98VW,Darcel Schlecht,GTX Plus Basic,Condax,Won,7/30/17,12/4/17,1245
810GB47D,Kary Hendrixson,GTX Basic,Condax,Lost,7/30/17,8/5/17,0
OEUK1UW5,Corliss Cosme,GTX Plus Basic,Condax,Won,8/2/17,11/9/17,1123
5VW9YVTU,Moses Frase,GTX Basic,Condax,Engaging,8/4/17,00/00/0000,0
G2KW3DWD,Lajuana Vencill,GTX Plus Basic,Condax,Won,8/5/17,11/2/17,1080
5UFQONQU,Zane Levy,GTXPro,Condax,Won,8/7/17,11/27/17,4480
62TFLOG6,Corliss Cosme,MG Advanced,Condax,Lost,8/15/17,8/28/17,0
H5SSSZ11,Vicki Laflamme,MG Advanced,Condax,Lost,8/17/17,8/18/17,0
1IY7Y42E,Kary Hendrixson,GTX Plus Pro,Condax,Won,8/18/17,11/14/17,4454
1VFT3UCK,Boris Faz,GTX Plus Basic,Condax,Engaging,8/21/17,00/00/0000,0
X7DYUDEB,Anna Snelling,MG Special,Condax,Won,8/23/17,11/14/17,58
9RLSCMM9,Rosalina Dieter,MG Special,Condax,Won,8/24/17,8/30/17,53
DIVKSHY7,Kami Bicknell,GTX Plus Basic,Condax,Won,8/25/17,11/13/17,994
TLLW2ZRM,Zane Levy,GTXPro,Condax,Engaging,8/25/17,00/00/0000,0
P3HO0L6P,Anna Snelling,MG Special,Condax,Won,8/27/17,11/14/17,53
DCIFTBM0,Boris Faz,GTX Basic,Condax,Won,8/28/17,12/21/17,489
9S8E95EI,Darcel Schlecht,GTXPro,Condax,Won,8/30/17,9/18/17,4598
L40FW06K,Marty Freudenburg,GTX Basic,Condax,Won,8/30/17,12/22/17,555
FNKZKHTJ,Cassey Cress,GTXPro,Condax,Won,9/4/17,9/6/17,5113
VMUTS9GK,Daniell Hammack,GTX Plus Pro,Condax,Won,9/4/17,11/1/17,5807
S5NVSXEX,Moses Frase,GTX Plus Basic,Condax,Won,9/7/17,12/11/17,1033
XO7D3NYR,Vicki Laflamme,GTX Basic,Condax,Won,9/7/17,11/3/17,499
QHVGK8DM,Zane Levy,MG Special,Condax,Won,9/7/17,11/30/17,61
D3O1PCMO,Niesha Huffines,MG Advanced,Condax,Won,9/19/17,12/4/17,3079
DHJ8KOUV,Gladys Colclough,GTX Plus Pro,Condax,Won,9/21/17,12/5/17,5138
MLV2QDU6,Lajuana Vencill,GTX Plus Pro,Condax,Won,9/21/17,11/26/17,5160
VKB9RFJT,Versie Hillebrand,MG Special,Condax,Won,9/25/17,11/20/17,55
76NU9866,Rosie Papadopoulos,MG Special,Condax,Won,9/26/17,12/2/17,57
XR4PPDOB,Lajuana Vencill,GTX Basic,Condax,Won,9/27/17,12/18/17,507
FTUJY4FP,Cassey Cress,GTX Plus Basic,Condax,Lost,9/28/17,10/7/17,0
CXY4CXX1,Gladys Colclough,MG Special,Condax,Lost,9/30/17,10/7/17,0
BJLJV8XE,Marty Freudenburg,GTXPro,Condax,Won,10/1/17,12/15/17,4578
SLXPTSGS,Wilburn Farren,MG Special,Condax,Won,10/1/17,10/11/17,44
OOB372R5,Zane Levy,GTX Basic,Condax,Won,10/2/17,10/12/17,544
5KC100IN,Elease Gluck,MG Special,Condax,Lost,10/3/17,10/13/17,0
ZRCY8P4P,Darcel Schlecht,GTX Plus Pro,Condax,Won,10/5/17,12/14/17,5422
V4YBVSJ4,Jonathan Berthelot,GTX Plus Basic,Condax,Lost,10/6/17,10/17/17,0
GU4HXZ55,Zane Levy,GTX Plus Basic,Condax,Won,10/6/17,12/23/17,1129
QFIEJY21,Maureen Marcano,GTX Basic,Condax,Won,10/7/17,12/5/17,610
4X8WU71C,Zane Levy,MG Advanced,Condax,Lost,10/9/17,10/11/17,0
FNCXBWHQ,Boris Faz,GTX Basic,Condax,Won,10/11/17,12/27/17,505
03R1VC7O,Donn Cantrell,GTX Plus Basic,Condax,Won,10/15/17,10/28/17,1062
GB3S67FY,Vicki Laflamme,GTXPro,Condax,Won,10/16/17,10/25/17,4580
6OXOIJ4D,Wilburn Farren,MG Advanced,Condax,Won,10/19/17,12/16/17,3089
CUJIRCWV,Vicki Laflamme,MG Special,Condax,Won,10/23/17,12/28/17,51
YEH9VQCD,Daniell Hammack,GTX Basic,Condax,Won,10/25/17,10/27/17,526
EMK9P63G,Markita Hansen,GTX Basic,Condax,Won,10/25/17,10/26/17,566
E8L9I3QP,Zane Levy,GTX Basic,Condax,Won,10/25/17,11/3/17,447
XRMOUF1R,Boris Faz,MG Advanced,Condax,Won,10/31/17,11/7/17,4172
F15SU034,Gladys Colclough,MG Advanced,Condax,Won,10/31/17,12/21/17,3298
RCGBY4IA,Reed Clapper,GTX Basic,Condax,Won,10/31/17,11/1/17,553
SSSTYFDY,Daniell Hammack,GTX Plus Basic,Condax,Lost,11/2/17,11/5/17,0
BFB6C54U,Kary Hendrixson,GTXPro,Condax,Won,11/10/17,12/1/17,4673
9YH8LS5H,Cassey Cress,MG Advanced,Condax,Lost,11/15/17,12/15/17,0
X70BM5FO,Anna Snelling,GTX Plus Basic,Condax,Won,12/1/17,12/22/17,1243
6RN7I8ZF,Darcel Schlecht,GTXPro,Condax,Prospecting,00/00/0000,00/00/0000,0
YBWUG6QP,Darcel Schlecht,GTXPro,Condax,Prospecting,00/00/0000,00/00/0000,0
A8PVW8RI,Marty Freudenburg,MG Advanced,Condax,Prospecting,00/00/0000,00/00/0000,0
97UN20YY,Darcel Schlecht,MG Advanced,Conecom,Won,11/16/16,3/14/17,3725
DUHE9FLY,Marty Freudenburg,GTXPro,Conecom,Won,11/21/16,3/1/17,4926
MZAN11FT,Anna Snelling,GTX Basic,Conecom,Won,12/28/16,3/1/17,625
8S6TNXYB,Darcel Schlecht,GTXPro,Conecom,Won,12/28/16,3/22/17,3952
XC4LTIEO,Lajuana Vencill,GTX Basic,Conecom,Lost,1/10/17,5/2/17,0
PFHS80CR,Jonathan Berthelot,GTXPro,Conecom,Lost,1/18/17,5/20/17,0
WRBWZRFD,Niesha Huffines,GTXPro,Conecom,Lost,2/2/17,5/5/17,0
8NMPO9K3,Lajuana Vencill,GTX Basic,Conecom,Won,2/8/17,5/10/17,582
L5T2HKKO,Anna Snelling,GTX Basic,Conecom,Lost,2/14/17,5/5/17,0
WS9CXY7E,Gladys Colclough,GTX Plus Pro,Conecom,Won,2/16/17,3/1/17,6719
VBWQO6BM,Niesha Huffines,MG Advanced,Conecom,Lost,2/17/17,5/14/17,0
RFKIN7FG,Jonathan Berthelot,GTX Basic,Conecom,Lost,2/19/17,5/25/17,0
JHJEQ1U3,Niesha Huffines,GTX Plus Pro,Conecom,Won,2/22/17,3/7/17,5604
P5EVJUKQ,Anna Snelling,GTX Plus Basic,Conecom,Won,2/23/17,6/10/17,1056
VTT447YT,Cecily Lampkin,GTX Basic,Conecom,Won,2/27/17,5/3/17,497
87MEZS8G,Darcel Schlecht,GTXPro,Conecom,Won,2/27/17,5/13/17,4311
G0QKNVIJ,Anna Snelling,MG Special,Conecom,Won,3/1/17,5/28/17,51
G20IQSA3,Anna Snelling,GTX Basic,Conecom,Won,3/2/17,3/12/17,522
32LY2D1K,Darcel Schlecht,MG Advanced,Conecom,Won,3/2/17,5/26/17,3647
8LFNU39A,Marty Freudenburg,GTX Basic,Conecom,Lost,3/3/17,5/28/17,0
8RF8XVYF,Versie Hillebrand,GTX Basic,Conecom,Won,3/11/17,5/10/17,589
CMPFB2PS,Jonathan Berthelot,GTX Basic,Conecom,Lost,3/26/17,4/2/17,0
MJBD6V39,Moses Frase,MG Special,Conecom,Lost,3/27/17,5/1/17,0
FRIVBOOA,Darcel Schlecht,GTXPro,Conecom,Won,3/29/17,6/16/17,3844
4KIZ9WJ0,Gladys Colclough,GTX Plus Basic,Conecom,Lost,4/2/17,4/3/17,0
UTZDDOU7,Versie Hillebrand,MG Special,Conecom,Lost,4/3/17,4/14/17,0
U9E3G8UT,Anna Snelling,GTX Plus Basic,Conecom,Lost,4/5/17,4/6/17,0
5OJ4IRW4,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,4/10/17,6/27/17,1115
8O03S3U3,Moses Frase,GTX Plus Pro,Conecom,Lost,4/12/17,4/22/17,0
8KFFRJSS,Cecily Lampkin,MG Special,Conecom,Lost,4/17/17,4/19/17,0
IJ7AUTVC,Darcel Schlecht,GTXPro,Conecom,Lost,4/17/17,4/18/17,0
AZOXWEKL,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,4/17/17,5/2/17,0
WLFLY0BD,Anna Snelling,MG Special,Conecom,Won,4/18/17,4/27/17,56
D7MYDHMF,Jonathan Berthelot,GTX Basic,Conecom,Won,4/20/17,4/29/17,657
WTCU9X9M,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,4/20/17,6/15/17,1183
W7GVZL28,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,4/21/17,4/30/17,0
3AB31BUU,Moses Frase,GTX Plus Basic,Conecom,Won,4/22/17,4/27/17,1024
ODIX25WY,Marty Freudenburg,GTX Basic,Conecom,Lost,4/27/17,8/6/17,0
GBSK2HX8,Anna Snelling,GTX Plus Basic,Conecom,Won,5/2/17,5/11/17,1300
38EYB40T,Jonathan Berthelot,MG Special,Conecom,Won,5/3/17,5/14/17,60
T5SX9Z3T,Vicki Laflamme,GTX Basic,Conecom,Engaging,5/10/17,00/00/0000,0
HUCB9WIQ,Darcel Schlecht,MG Advanced,Conecom,Lost,5/22/17,9/8/17,0
7X1D49TU,Moses Frase,MG Special,Conecom,Lost,5/25/17,9/11/17,0
3ATYY665,Kami Bicknell,GTXPro,Conecom,Engaging,5/26/17,00/00/0000,0
N1H9ILZ9,Anna Snelling,GTX Basic,Conecom,Won,5/27/17,9/3/17,576
1ZMWMU21,Marty Freudenburg,MG Advanced,Conecom,Won,5/27/17,8/23/17,3407
R9AVNYCO,Zane Levy,GTX Plus Basic,Conecom,Engaging,6/7/17,00/00/0000,0
YX4E972E,Markita Hansen,GTXPro,Conecom,Engaging,6/14/17,00/00/0000,0
M4HY664H,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,6/15/17,9/25/17,918
RLHNJZBW,Darcel Schlecht,GTXPro,Conecom,Won,6/16/17,8/11/17,5843
NDMY5PPT,Darcel Schlecht,GTXPro,Conecom,Lost,6/19/17,8/27/17,0
0W6S0ODT,Gladys Colclough,MG Special,Conecom,Won,6/23/17,7/3/17,49
GZ5M7MIQ,Darcel Schlecht,GTX Plus Basic,Conecom,Lost,6/25/17,7/1/17,0
6FUPOO3I,Gladys Colclough,MG Advanced,Conecom,Won,6/28/17,7/7/17,3865
2CZVRGQ4,Darcel Schlecht,GTXPro,Conecom,Won,6/30/17,7/6/17,4749
WXCEZ7JY,Moses Frase,GTX Basic,Conecom,Won,7/3/17,9/6/17,376
K1K48OTP,Kary Hendrixson,GTX Plus Pro,Conecom,Engaging,7/7/17,00/00/0000,0
HBJPBF3P,Marty Freudenburg,MG Special,Conecom,Won,7/9/17,9/1/17,54
TWO2Q99P,Cecily Lampkin,GTX Plus Pro,Conecom,Won,7/16/17,9/30/17,5753
9UO306XU,Darcel Schlecht,GTXPro,Conecom,Won,7/21/17,7/26/17,5347
O6B0YK1X,Anna Snelling,MG Advanced,Conecom,Lost,7/28/17,8/3/17,0
80S3ED8B,Darcel Schlecht,GTX Basic,Conecom,Won,7/28/17,8/23/17,589
VMOGUQA7,Moses Frase,MG Special,Conecom,Won,8/23/17,12/13/17,51
1T91NEIV,Gladys Colclough,MG Special,Conecom,Won,8/28/17,9/11/17,63
RLHNEVYY,Darcel Schlecht,GTXPro,Conecom,Won,8/30/17,9/10/17,5008
3CS2IXT0,Versie Hillebrand,MG Special,Conecom,Won,8/30/17,11/16/17,66
K214R7RK,Versie Hillebrand,MG Advanced,Conecom,Lost,9/10/17,11/24/17,0
A0Z6FYRO,Jonathan Berthelot,GTX Basic,Conecom,Won,9/12/17,9/19/17,530
H6SE0L31,Gladys Colclough,GTXPro,Conecom,Won,9/13/17,9/29/17,4805
06H63NKF,Darcel Schlecht,GTXPro,Conecom,Lost,9/14/17,11/20/17,0
L7CFCOR6,Darcel Schlecht,GTX Plus Pro,Conecom,Won,9/17/17,11/28/17,5668
CMXOTVL7,Jonathan Berthelot,GTXPro,Conecom,Won,9/22/17,10/2/17,3485
0TICPBMF,Gladys Colclough,GTX Plus Basic,Conecom,Won,9/23/17,9/27/17,1047
R2E45IQ8,Darcel Schlecht,GTX Plus Pro,Conecom,Won,9/24/17,10/3/17,5144
6BSKCQCX,Darcel Schlecht,GTX Basic,Conecom,Won,9/27/17,12/25/17,608
9IM813OI,Gladys Colclough,GTX Basic,Conecom,Lost,9/28/17,11/11/17,0
FJEL0TDN,Versie Hillebrand,MG Special,Conecom,Won,10/5/17,10/7/17,58
IVMMNSJB,Anna Snelling,GTX Plus Pro,Conecom,Lost,10/9/17,10/17/17,0
PNNZM0OZ,Jonathan Berthelot,GTXPro,Conecom,Won,10/12/17,12/28/17,5064
UYZQCWAC,Jonathan Berthelot,MG Advanced,Conecom,Won,10/12/17,12/6/17,3203
ICD9OMSF,Jonathan Berthelot,GTX Basic,Conecom,Won,10/14/17,10/22/17,472
8JORJ1SS,Lajuana Vencill,GTX Basic,Conecom,Lost,10/14/17,10/20/17,0
Y4SN1R3L,Darcel Schlecht,MG Advanced,Conecom,Won,10/16/17,10/17/17,3490
UE66OOQS,Jonathan Berthelot,GTX Plus Basic,Conecom,Lost,10/22/17,10/30/17,0
LO2BMO33,Niesha Huffines,GTX Plus Pro,Conecom,Won,10/22/17,12/10/17,6142
UCLGT98S,Niesha Huffines,GTX Basic,Conecom,Lost,10/26/17,10/30/17,0
66BQC4C9,Cecily Lampkin,MG Advanced,Conecom,Lost,10/27/17,11/7/17,0
ZSZFPCYS,Darcel Schlecht,MG Advanced,Conecom,Lost,10/28/17,10/29/17,0
5JO7SIGB,Darcel Schlecht,GTXPro,Conecom,Lost,10/31/17,11/10/17,0
1629C4UW,Lajuana Vencill,GTX Plus Basic,Conecom,Lost,10/31/17,11/10/17,0
CPC83NKN,Niesha Huffines,GTX Plus Basic,Conecom,Won,12/9/17,12/24/17,1047
TVU1PQEL,Jonathan Berthelot,GTX Plus Basic,Conecom,Won,12/13/17,12/28/17,1166
RTWE19SU,Kary Hendrixson,GTXPro,Conecom,Engaging,12/17/17,00/00/0000,0
2EBLR9N8,Lajuana Vencill,GTX Basic,Conecom,Won,12/24/17,12/26/17,622
5C59O9GU,Anna Snelling,MG Special,Conecom,Prospecting,00/00/0000,00/00/0000,0
TLZGG7G5,Cecily Lampkin,MG Special,Conecom,Prospecting,00/00/0000,00/00/0000,0
OIIFWY81,Jonathan Berthelot,GTX Basic,Conecom,Prospecting,00/00/0000,00/00/0000,0
B6B0PNR2,Vicki Laflamme,GTXPro,Dalttechnology,Won,11/22/16,3/5/17,4899
Y0NYI17R,Vicki Laflamme,MG Special,Dalttechnology,Won,12/9/16,3/15/17,55
TJ6ZA1M3,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,12/20/16,3/7/17,0
CPGCT81C,Maureen Marcano,GTX Basic,Dalttechnology,Won,1/25/17,3/6/17,499
AANB25RH,Kami Bicknell,GTX Plus Basic,Dalttechnology,Lost,1/26/17,5/24/17,0
UNLIS3RY,Kami Bicknell,GTX Plus Basic,Dalttechnology,Won,2/12/17,5/9/17,1050
3Y9SB2QK,Maureen Marcano,GTX Basic,Dalttechnology,Won,2/20/17,3/1/17,571
VFZOL6CB,Elease Gluck,MG Special,Dalttechnology,Won,2/23/17,3/10/17,47
QPPUCKFM,Rosalina Dieter,MG Special,Dalttechnology,Won,2/25/17,3/6/17,47
ZI1MPYF3,James Ascencio,MG Advanced,Dalttechnology,Won,2/27/17,6/5/17,3813
NCMT5KK3,Vicki Laflamme,GTX Basic,Dalttechnology,Engaging,3/7/17,00/00/0000,0
XO3XXR9X,Maureen Marcano,GTXPro,Dalttechnology,Won,3/9/17,6/9/17,4342
FGH181PC,Kami Bicknell,GTX Basic,Dalttechnology,Won,3/11/17,6/6/17,528
8L5WBK75,Kary Hendrixson,GTXPro,Dalttechnology,Won,3/13/17,3/30/17,4955
A3GVFKYP,Zane Levy,GTXPro,Dalttechnology,Won,3/13/17,6/27/17,5113
2VTBUOXA,Rosalina Dieter,MG Advanced,Dalttechnology,Lost,3/31/17,5/30/17,0
1WSLRC69,Zane Levy,GTX Basic,Dalttechnology,Won,3/31/17,4/6/17,430
93JCG10L,Zane Levy,GTXPro,Dalttechnology,Won,4/6/17,4/12/17,4168
WAF692K8,Elease Gluck,MG Special,Dalttechnology,Won,4/7/17,6/24/17,51
RDQZ245F,Elease Gluck,MG Special,Dalttechnology,Won,4/9/17,5/29/17,56
IFJ2AE9R,Hayden Neloms,MG Advanced,Dalttechnology,Lost,4/13/17,4/20/17,0
LTOKXFP1,Zane Levy,GTXPro,Dalttechnology,Won,4/21/17,4/29/17,4633
FK3NS3EW,Markita Hansen,GTX Basic,Dalttechnology,Won,4/22/17,4/30/17,525
JTTLDM4E,Elease Gluck,MG Special,Dalttechnology,Won,5/8/17,8/18/17,43
M6IGBW79,Zane Levy,GTX Plus Basic,Dalttechnology,Won,5/22/17,8/8/17,1088
77WSI0TH,Rosalina Dieter,MG Special,Dalttechnology,Lost,5/25/17,8/28/17,0
YTGQKC7A,Rosalina Dieter,MG Special,Dalttechnology,Engaging,6/3/17,00/00/0000,0
B7Q6Q7S2,Markita Hansen,GTX Plus Basic,Dalttechnology,Won,6/7/17,8/16/17,1101
N8NQK8K7,Zane Levy,GTXPro,Dalttechnology,Lost,6/7/17,8/22/17,0
34YT99YN,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,6/10/17,8/23/17,6094
ZI89S9HC,Markita Hansen,MG Advanced,Dalttechnology,Engaging,6/11/17,00/00/0000,0
TLSSOOVB,Hayden Neloms,GTX Plus Basic,Dalttechnology,Lost,6/24/17,7/4/17,0
N1G2CFCB,Maureen Marcano,GTX Basic,Dalttechnology,Won,6/25/17,9/6/17,500
8IYVJKT4,Maureen Marcano,GTXPro,Dalttechnology,Lost,6/29/17,7/10/17,0
I8OUZNDS,Elease Gluck,GTX Plus Pro,Dalttechnology,Lost,7/1/17,11/3/17,0
VSYO182N,Kary Hendrixson,GTXPro,Dalttechnology,Engaging,7/1/17,00/00/0000,0
O6LVMQ5R,Kary Hendrixson,GTX Basic,Dalttechnology,Won,7/1/17,7/7/17,576
X7J3O7TC,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,7/4/17,7/11/17,0
QP0QCP8Y,Kary Hendrixson,GTX Plus Pro,Dalttechnology,Engaging,7/5/17,00/00/0000,0
9CQ6TMET,Kami Bicknell,MG Special,Dalttechnology,Won,7/10/17,7/11/17,42
Z3TX2K6F,Maureen Marcano,GTXPro,Dalttechnology,Lost,7/11/17,7/20/17,0
P7H8UY1P,Rosalina Dieter,MG Special,Dalttechnology,Lost,7/11/17,9/21/17,0
1U945R0D,Elease Gluck,MG Advanced,Dalttechnology,Lost,7/15/17,7/16/17,0
93818DZF,Zane Levy,GTX Basic,Dalttechnology,Lost,7/21/17,11/18/17,0
P91SQBST,Anna Snelling,MG Special,Dalttechnology,Engaging,7/25/17,00/00/0000,0
4DLY9ZDH,Anna Snelling,MG Advanced,Dalttechnology,Engaging,7/25/17,00/00/0000,0
7W9S4DCZ,Lajuana Vencill,MG Special,Dalttechnology,Engaging,7/28/17,00/00/0000,0
Q1CFR580,Markita Hansen,MG Special,Dalttechnology,Won,8/22/17,11/18/17,56
VBKF5FPB,Hayden Neloms,GTX Plus Basic,Dalttechnology,Won,8/30/17,9/6/17,1195
KPW4J1CR,Zane Levy,GTX Basic,Dalttechnology,Won,8/30/17,12/21/17,503
HLX6W646,Vicki Laflamme,GTX Plus Pro,Dalttechnology,Won,9/4/17,11/19/17,5185
6VMQQKLJ,Vicki Laflamme,GTXPro,Dalttechnology,Won,9/4/17,9/15/17,5191
65AT4VFM,Elease Gluck,MG Special,Dalttechnology,Lost,9/13/17,9/19/17,0
B7BT5DB8,Vicki Laflamme,MG Special,Dalttechnology,Won,9/13/17,11/29/17,51
NFT2Z7MM,Zane Levy,GTX Plus Basic,Dalttechnology,Lost,9/16/17,11/18/17,0
KDQL1O1A,Vicki Laflamme,GTX Basic,Dalttechnology,Lost,9/18/17,11/5/17,0
UWYFOEMO,Hayden Neloms,MG Special,Dalttechnology,Won,9/20/17,9/26/17,59
61IKUAZI,Rosalina Dieter,GTX Plus Basic,Dalttechnology,Engaging,9/20/17,00/00/0000,0
MF6S92GQ,Kary Hendrixson,GTX Basic,Dalttechnology,Won,10/7/17,12/8/17,488
IQ9GMTBR,Kami Bicknell,GTX Basic,Dalttechnology,Won,10/10/17,10/11/17,473
KMBY0IGV,Kami Bicknell,MG Special,Dalttechnology,Won,10/11/17,10/12/17,48
TUL0TZSR,Kary Hendrixson,GTX Basic,Dalttechnology,Won,10/12/17,10/23/17,594
AHOYDL01,Zane Levy,GTX Plus Pro,Dalttechnology,Won,10/15/17,10/23/17,6637
ME7IZ1WY,Kary Hendrixson,MG Special,Dalttechnology,Won,10/16/17,10/24/17,48
M5NUUVA4,Kary Hendrixson,GTX Basic,Dalttechnology,Lost,10/18/17,11/22/17,0
DQIKGS2U,Vicki Laflamme,MG Special,Dalttechnology,Won,10/20/17,11/3/17,48
3GRTE6VM,Elease Gluck,MG Advanced,Dalttechnology,Won,10/22/17,10/29/17,3082
S56NVD4M,Maureen Marcano,GTX Plus Pro,Dalttechnology,Won,10/24/17,11/10/17,4945
0OXJ2HOP,Markita Hansen,MG Advanced,Dalttechnology,Won,10/31/17,11/11/17,4058
Z7GJE1K0,Rosalina Dieter,MG Special,Dalttechnology,Won,11/23/17,12/7/17,49
W2K1S9N3,Lajuana Vencill,GTX Plus Basic,Dalttechnology,Prospecting,00/00/0000,00/00/0000,0
EL09RK8X,Moses Frase,MG Advanced,Dalttechnology,Prospecting,00/00/0000,00/00/0000,0
2STUSOFE,Versie Hillebrand,MG Special,dambase,Won,11/11/16,3/3/17,67
37JFKD4I,Niesha Huffines,GTX Plus Basic,dambase,Won,11/20/16,3/9/17,1033
3X13866U,Anna Snelling,GTX Plus Basic,dambase,Lost,12/1/16,3/6/17,0
E8RP9FRW,Gladys Colclough,MG Special,dambase,Won,12/7/16,3/12/17,51
YHKT6YJ7,Moses Frase,GTX Basic,dambase,Won,12/16/16,3/13/17,589
O7UUAK3Y,Corliss Cosme,GTX Plus Basic,dambase,Engaging,1/2/17,00/00/0000,0
S24L8LVR,Anna Snelling,GTX Plus Pro,dambase,Won,1/8/17,3/18/17,5210
4U431MNA,Lajuana Vencill,MG Special,dambase,Lost,1/23/17,5/11/17,0
4DW2FDX4,Versie Hillebrand,MG Special,dambase,Won,1/31/17,5/20/17,54
107BPCAS,Niesha Huffines,GTX Basic,dambase,Lost,2/4/17,5/16/17,0
94GCWI08,Darcel Schlecht,GTXPro,dambase,Won,2/14/17,6/12/17,4650
06T2UPDG,Cecily Lampkin,MG Special,dambase,Lost,2/24/17,6/5/17,0
KR4K652E,Anna Snelling,GTX Basic,dambase,Won,2/27/17,6/4/17,574
6TB7XA83,Cecily Lampkin,MG Special,dambase,Won,3/4/17,5/18/17,51
BMM5D5R4,Lajuana Vencill,GTX Basic,dambase,Lost,3/5/17,5/21/17,0
WSPBQ5YR,Moses Frase,MG Advanced,dambase,Won,3/6/17,6/9/17,3714
2Y2R082L,Darcel Schlecht,MG Special,dambase,Won,3/14/17,5/6/17,62
I7AH5FW0,Moses Frase,GTX Basic,dambase,Lost,3/16/17,5/23/17,0
4D95LU0H,Darcel Schlecht,GTX Basic,dambase,Won,3/20/17,6/24/17,491
MIU04JC2,Versie Hillebrand,MG Special,dambase,Lost,3/20/17,6/21/17,0
WNMF0OHM,Anna Snelling,GTX Plus Pro,dambase,Won,3/23/17,4/1/17,5060
8BY9YRL9,Jonathan Berthelot,GTX Plus Pro,dambase,Won,3/27/17,6/26/17,5991
U8XA7JCO,Versie Hillebrand,MG Special,dambase,Won,3/27/17,6/28/17,49
0VYX8TN3,Cecily Lampkin,MG Special,dambase,Lost,3/30/17,4/9/17,0
JW2FHT1G,Anna Snelling,MG Advanced,dambase,Won,3/31/17,4/8/17,3626
CEOTU8PX,Darcel Schlecht,GTXPro,dambase,Lost,4/4/17,4/15/17,0
XEP9GSSY,Jonathan Berthelot,GTX Basic,dambase,Lost,4/5/17,8/7/17,0
8LTQ9ESQ,Anna Snelling,MG Advanced,dambase,Lost,4/8/17,4/15/17,0
JHIX3ODA,Moses Frase,MG Advanced,dambase,Lost,4/11/17,4/21/17,0
2DOJKFNW,Niesha Huffines,MG Advanced,dambase,Lost,4/11/17,4/12/17,0
IVW8MQGN,Cecily Lampkin,MG Advanced,dambase,Won,4/12/17,4/20/17,3785
0PGJNCD7,Anna Snelling,GTX Basic,dambase,Won,4/16/17,6/23/17,626
FIYSM4E1,Marty Freudenburg,GTX Plus Basic,dambase,Won,4/17/17,4/23/17,1160
6YIW81M9,Jonathan Berthelot,MG Advanced,dambase,Lost,4/21/17,4/22/17,0
7QIU2BCK,Gladys Colclough,GTX Plus Basic,dambase,Won,4/27/17,8/1/17,821
H1O491SG,Lajuana Vencill,MG Special,dambase,Won,4/27/17,8/5/17,54
QYTGB5LA,Versie Hillebrand,GTX Plus Pro,dambase,Won,5/2/17,8/19/17,5145
7T109BBY,Lajuana Vencill,GTX Basic,dambase,Lost,5/6/17,5/20/17,0
IRCBYH9Z,Anna Snelling,GTX Plus Basic,dambase,Lost,5/7/17,8/30/17,0
HI2E8TBI,Versie Hillebrand,GTX Plus Pro,dambase,Won,5/8/17,5/16/17,5338
KLZ95C62,Anna Snelling,MG Special,dambase,Lost,5/10/17,8/21/17,0
G43QQLLF,Jonathan Berthelot,MG Advanced,dambase,Lost,5/12/17,5/20/17,0
V1ROZMCX,Anna Snelling,GTX Plus Basic,dambase,Won,5/13/17,6/28/17,1041
I99AI8C5,Lajuana Vencill,MG Special,dambase,Lost,5/17/17,8/8/17,0
WGSS08LF,Niesha Huffines,GTXPro,dambase,Lost,5/24/17,8/26/17,0
